Date,Received,Sent,Total,Dial-up
2014-03-04,43251820068,4607424535,47859244603,0
2014-03-03,8142093143,180225057,8322318200,0
2014-03-02,16237173456,847261403,17084434859,0
2014-03-01,14111441081,1006962908,15118403989,0
2014-02-28,24279295652,1648107041,25927402693,0
2014-02-27,8451794668,1202223895,9654018563,0
2014-02-26,15967414426,2003994040,17971408466,0
2014-02-25,19931958264,476566692,20408524956,0
2014-02-24,16122005176,1294617912,17416623088,0
2014-02-23,41403178369,695009837,42098188206,0
2014-02-22,19878384872,1250306008,21128690880,0
2014-02-21,30439170313,220680507,30659850820,0
2014-02-20,17001684906,621666107,17623351013,0
2014-02-19,14253201034,1085410183,15338611217,0
2014-02-18,12089754063,1583953403,13673707466,0
2014-02-17,11957576198,1464078699,13421654897,0
2014-02-16,8176278183,520037407,8696315590,0
2014-02-15,6271101344,639823158,6910924502,0
2014-02-14,8231311340,461573176,8692884516,0
2014-02-13,15552402017,1772255838,17324657855,0
2014-02-12,13315689395,2128754112,15444443507,0
2014-02-11,19475187450,3016679043,22491866493,0
2014-02-10,8709274754,1209457466,9918732220,0
2014-02-09,19915682315,635713198,20551395513,0
2014-02-08,7503503809,108653736,7612157545,0
2014-02-07,11637288564,2030674417,13667962981,0
2014-02-06,12258396263,848280972,13106677235,0
2014-02-05,24052688582,1318571791,25371260373,0
2014-02-04,14485609400,2785110676,17270720076,0
2014-02-03,9019214861,1205934886,10225149747,0
2014-02-02,6342984448,841275887,7184260335,0
2014-02-01,8515194368,458707340,8973901708,0
2014-01-31,8613865310,1734079199,10347944509,0
2014-01-30,12733946959,2179461964,14913408923,0
2014-01-29,11193280204,475612116,11668892320,0
2014-01-28,19532345002,541737992,20074082994,0
2014-01-27,13085446172,1826023272,14911469444,0
2014-01-26,18692374514,266643117,18959017631,0
2014-01-25,9054317392,1004977706,10059295098,0
2014-01-24,8001809683,356006334,8357816017,0
2014-01-23,9914079437,631156117,10545235554,0
2014-01-22,16787831504,4595295330,21383126834,0
2014-01-21,16685223243,2058322552,18743545795,0
2014-01-20,8592777915,2867674004,11460451919,0
2014-01-19,18719226915,221217150,18940444065,0
2014-01-18,14289348078,1609399766,15898747844,0
2014-01-17,8322399053,2745590573,11067989626,0
2014-01-16,13571522169,909712268,14481234437,0
2014-01-15,12157225990,1748983898,13906209888,0
2014-01-14,17832927962,6317980926,24150908888,0
2014-01-13,11084613745,3072425409,14157039154,0
2014-01-12,8800801889,407422523,9208224412,0
2014-01-11,16292760394,1485363470,17778123864,0
2014-01-10,26134721393,4813629913,30948351306,0
2014-01-09,8624726474,226099591,8850826065,0
2014-01-08,21394159929,977220395,22371380324,0
2014-01-07,16214367284,3300935524,19515302808,0
2014-01-06,16567989928,1200057540,17768047468,0
2014-01-05,13857413195,277580522,14134993717,0
2014-01-04,23859353007,837118138,24696471145,0
2014-01-03,4785550348,4403829091,9189379439,0
2014-01-02,12360089860,3914786053,16274875913,0
2014-01-01,16217473245,1311015728,17528488973,0
2013-12-31,13849429570,576277266,14425706836,0
2013-12-30,15561282050,563613253,16124895303,0
2013-12-29,18625153535,122114017,18747267552,0
2013-12-28,12992074558,118302563,13110377121,0
2013-12-27,27955757313,8185230842,36140988155,0
2013-12-26,19036196297,1596461861,20632658158,0
2013-12-25,8472547091,121607537,8594154628,0
2013-12-24,2996613129,132090097,3128703226,0
2013-12-23,3159069401,108322543,3267391944,0
2013-12-22,4464327160,206271409,4670598569,0
2013-12-21,8073509446,1751444548,9824953994,0
2013-12-20,10427616498,1841573797,12269190295,0
2013-12-19,4034635533,1922322682,5956958215,0
2013-12-18,8196739859,5452712185,13649452044,0
2013-12-17,12054962641,4849627515,16904590156,0
2013-12-16,17946366139,6866150676,24812516815,0
2013-12-15,16170961414,5438152002,21609113416,0
2013-12-14,10252031138,6450710576,16702741714,0
2013-12-13,10607687610,3521175249,14128862859,0
2013-12-12,6392095086,4237063934,10629159020,0
2013-12-11,8698741684,5331919904,14030661588,0
2013-12-10,3155068468,4840841346,7995909814,0
2013-12-09,8424308557,4592531123,13016839680,0
2013-12-08,13320047349,2489589884,15809637233,0
2013-12-07,5145610652,824469054,5970079706,0
2013-12-06,7774800245,4746226082,12521026327,0
2013-12-05,4046834979,2639679012,6686513991,0
2013-12-04,11080869852,3182128111,14262997963,0
2013-12-03,5950411432,2752208226,8702619658,0
2013-12-02,7347593723,2959054597,10306648320,0
2013-12-01,14401673639,4672292215,19073965854,0
2013-11-30,2340283955,942937571,3283221526,0
2013-11-29,2952814113,8024032344,10976846457,0
2013-11-28,1920290169,8564598730,10484888899,0
2013-11-27,4279290801,9117692945,13396983746,0
2013-11-26,1665051669,9388131694,11053183363,0
2013-11-25,37670874142,8375012024,46045886166,0
2013-11-24,10004006925,1408446084,11412453009,0
2013-11-23,17467307989,1796948806,19264256795,0
2013-11-22,27650743455,1757562958,29408306413,0
2013-11-21,15825203442,2453271660,18278475102,0
2013-11-20,39431253568,3463263424,42894516992,0
2013-11-19,13959102823,4735815114,18694917937,0
2013-11-18,45651079727,7655971562,53307051289,0
2013-11-17,14102294886,3997444154,18099739040,0
2013-11-16,9481634083,2440511767,11922145850,0
2013-11-15,11920659571,2611524142,14532183713,0
2013-11-14,7899581347,3575675374,11475256721,0
2013-11-13,3430704967,2255266281,5685971248,0
2013-11-12,8466224510,2394373236,10860597746,0
2013-11-11,8429133562,3673264971,12102398533,0
2013-11-10,23056643918,7987903239,31044547157,0
2013-11-09,6234675145,9090115317,15324790462,0
2013-11-08,5048307604,9187550938,14235858542,0
2013-11-07,27698546195,5659621630,33358167825,0
2013-11-06,10818502427,4678420284,15496922711,0
2013-11-05,15667704429,1320682048,16988386477,0
2013-11-04,19116521091,3758192248,22874713339,0
2013-11-03,14668580141,128218692,14796798833,0
2013-11-02,18216491144,2052014805,20268505949,0
2013-11-01,16115153766,3141447057,19256600823,0
2013-10-31,11616170457,1802001177,13418171634,0
2013-10-30,18285818897,2251732173,20537551070,0
2013-10-29,22323501974,1140605978,23464107952,0
2013-10-28,10379039800,1102792920,11481832720,0
2013-10-27,17139643599,2516077129,19655720728,0
2013-10-26,11690758444,750679070,12441437514,0
2013-10-25,20075800886,841308447,20917109333,0
2013-10-24,13636468033,1839028585,15475496618,0
2013-10-23,8169601683,2567526731,10737128414,0
2013-10-22,23193993639,810703571,24004697210,0
2013-10-21,14889235503,1272060690,16161296193,0
2013-10-20,12595637531,301049322,12896686853,0
2013-10-19,7823573499,234719409,8058292908,0
2013-10-18,7985444723,1342117784,9327562507,0
2013-10-17,6571855977,906417639,7478273616,0
2013-10-16,12031219683,2622686479,14653906162,0
2013-10-15,4742589334,320853391,5063442725,0
2013-10-14,10991809388,3682840950,14674650338,0
2013-10-13,16982924545,1915037460,18897962005,0
2013-10-12,5664158382,3733617694,9397776076,0
2013-10-11,16854191283,4715926523,21570117806,0
2013-10-10,0,0,0,0
2013-10-09,0,0,0,0
2013-10-08,3445872893,579512821,4025385714,0
2013-10-07,6143878787,1751956516,7895835303,0
2013-10-06,4102181995,1249130673,5351312668,0
2013-10-05,3851452617,2785096726,6636549343,0
2013-10-04,4230412885,2983709345,7214122230,0
2013-10-03,5497037030,2321343260,7818380290,0
2013-10-02,9159051837,4185369692,13344421529,0
2013-10-01,7945408815,4157536623,12102945438,0
2013-09-30,10797671433,2762508129,13560179562,0
2013-09-29,13609551803,1244844243,14854396046,0
2013-09-28,7576759486,3873392631,11450152117,0
2013-09-27,6875656837,2653857564,9529514401,0
2013-09-26,4607078627,3143306783,7750385410,0
2013-09-25,6229911490,7773373300,14003284790,0
2013-09-24,8536460549,10596460801,19132921350,0
2013-09-23,17950810707,4317150924,22267961631,0
2013-09-22,9048087217,146544689,9194631906,0
2013-09-21,6302009005,1617736657,7919745662,0
2013-09-20,7974848871,167993515,8142842386,0
2013-09-19,8648100162,1214602243,9862702405,0
2013-09-18,21740514423,2668134046,24408648469,0
2013-09-17,7979361083,2865922737,10845283820,0
2013-09-16,6119823392,2854504452,8974327844,0
2013-09-15,24754232553,4429193228,29183425781,0
2013-09-14,7864679867,151099414,8015779281,0
2013-09-13,10721231156,9563501941,20284733097,0
2013-09-12,11901398359,3291407107,15192805466,0
2013-09-11,11604941589,2456897300,14061838889,0
2013-09-10,9757193697,332101934,10089295631,0
2013-09-09,7550109948,1071943615,8622053563,0
2013-09-08,4745339691,135176216,4880515907,0
2013-09-07,10097610629,613872080,10711482709,0
2013-09-06,13356798296,873892398,14230690694,0
2013-09-05,12030405816,2235316882,14265722698,0
2013-09-04,7766693055,96832493,7863525548,0
2013-09-03,9459779784,141925123,9601704907,0
2013-09-02,6321549290,767602046,7089151336,0
2013-09-01,7830959596,272131608,8103091204,0
2013-08-31,12235134890,261696386,12496831276,0
2013-08-30,7276404525,377554238,7653958763,0
2013-08-29,5095298937,272141451,5367440388,0
2013-08-28,23037023266,604984555,23642007821,0
2013-08-27,88974536,7178293,96152829,0
2013-08-26,12508225818,2181623995,14689849813,0
2013-08-25,14461235937,134013240,14595249177,0
2013-08-24,13284460264,111703174,13396163438,0
2013-08-23,16210552854,2433798638,18644351492,0
2013-08-22,5677022541,267547008,5944569549,0
2013-08-21,2620047451,58718008,2678765459,0
2013-08-20,11093948023,614915207,11708863230,0
2013-08-19,6687013521,532534030,7219547551,0
2013-08-18,2336070368,658226420,2994296788,0
2013-08-17,16808062043,206270466,17014332509,0
2013-08-16,8208469261,1204740025,9413209286,0
2013-08-15,6144809290,7992973226,14137782516,0
2013-08-14,19954862566,1531239360,21486101926,0
2013-08-13,10695110626,263961348,10959071974,0
2013-08-12,11556070809,744048148,12300118957,0
2013-08-11,11439766561,106497980,11546264541,0
2013-08-10,10515765556,145618822,10661384378,0
2013-08-09,14499094665,1268321322,15767415987,0
2013-08-08,12143663901,2804510150,14948174051,0
2013-08-07,13904488664,4873643797,18778132461,0
2013-08-06,9552136632,812043931,10364180563,0
2013-08-05,8144843540,728026323,8872869863,0
2013-08-04,9016817125,539854610,9556671735,0
2013-08-03,16697088988,1920282487,18617371475,0
2013-08-02,5509898032,996378364,6506276396,0
2013-08-01,4287682418,1243369535,5531051953,0
2013-07-31,11842759430,1617498491,13460257921,0
2013-07-30,28091430271,529470560,28620900831,0
2013-07-29,11809075369,706450712,12515526081,0
2013-07-28,8012778765,595039669,8607818434,0
2013-07-27,7122107091,1294152613,8416259704,0
2013-07-26,13990151435,4052266176,18042417611,0
2013-07-25,12247185718,1021755622,13268941340,0
2013-07-24,21624345924,785402995,22409748919,0
2013-07-23,10796006313,268052365,11064058678,0
2013-07-22,19070444357,895089124,19965533481,0
2013-07-21,8888927064,91344787,8980271851,0
2013-07-20,6137996131,1480775965,7618772096,0
2013-07-19,25846206300,283948354,26130154654,0
2013-07-18,12326107526,691937504,13018045030,0
2013-07-17,20883239850,834016240,21717256090,0
2013-07-16,11751347278,511953210,12263300488,0
2013-07-15,9173751696,475251284,9649002980,0
2013-07-14,24557156422,610388248,25167544670,0
2013-07-13,6910773879,153115819,7063889698,0
2013-07-12,11183218400,1544793841,12728012241,0
2013-07-11,13138499351,2398418873,15536918224,0
2013-07-10,16280829267,9001039776,25281869043,0
2013-07-09,16854993333,4169628910,21024622243,0
2013-07-08,7944775697,481236467,8426012164,0
2013-07-07,12961751106,91203819,13052954925,0
2013-07-06,14947486384,133431036,15080917420,0
2013-07-05,13529895649,336730588,13866626237,0
2013-07-04,15115285956,272681800,15387967756,0
2013-07-03,18619294910,703540646,19322835556,0
2013-07-02,14131793691,430777302,14562570993,0
2013-07-01,8827950397,1105955436,9933905833,0
2013-06-30,11786887019,804931300,12591818319,0
2013-06-29,8477708678,101018111,8578726789,0
2013-06-28,11476810724,2756415498,14233226222,0
2013-06-27,12739628830,1967871575,14707500405,0
2013-06-26,9539873395,1263321132,10803194527,0
2013-06-25,465346176,934025279,1399371455,0
2013-06-24,11156304769,1119959077,12276263846,0
2013-06-23,22044015752,68498705,22112514457,0
2013-06-22,7402611464,618738014,8021349478,0
2013-06-21,22334392063,946576195,23280968258,0
2013-06-20,7938082854,1013894317,8951977171,0
2013-06-19,2843710960,2185715578,5029426538,0
2013-06-18,19220633414,3993076863,23213710277,0
2013-06-17,8293704605,1686863596,9980568201,0
2013-06-16,12780318357,250389320,13030707677,0
2013-06-15,6171205189,1242761298,7413966487,0
2013-06-14,11388502007,1891695550,13280197557,0
2013-06-13,7144260310,353072688,7497332998,0
2013-06-12,12428372215,601838697,13030210912,0
2013-06-11,14549268978,604620694,15153889672,0
2013-06-10,10444158769,8963430862,19407589631,0
2013-06-09,8977323447,1825268124,10802591571,0
2013-06-08,7758320034,348208098,8106528132,0
2013-06-07,8245446716,5459851302,13705298018,0
2013-06-06,15974618011,10224895965,26199513976,0
2013-06-05,20294243898,5322283056,25616526954,0
2013-06-04,11567885672,5007330507,16575216179,0
2013-06-03,9657962803,1887024540,11544987343,0
2013-06-02,5431573851,601301825,6032875676,0
2013-06-01,556673754,74842062,631515816,0
2013-05-31,3454506233,6599063657,10053569890,0
2013-05-30,18450405337,6428839120,24879244457,0
2013-05-29,12008708687,5368677070,17377385757,0
2013-05-28,9448076408,2668087852,12116164260,0
2013-05-27,15350210191,2284517629,17634727820,0
2013-05-26,10816980312,129546571,10946526883,0
2013-05-25,7489219687,964490375,8453710062,0
2013-05-24,8830845973,2886941223,11717787196,0
2013-05-23,6421697390,101845352,6523542742,0
2013-05-22,4836430665,622782316,5459212981,0
2013-05-21,9040408410,571842844,9612251254,0
2013-05-20,9592466382,2474563031,12067029413,0
2013-05-19,7506648238,128126559,7634774797,0
2013-05-18,5114455068,543768685,5658223753,0
2013-05-17,15803652145,3484192670,19287844815,0
2013-05-16,8125085391,850014504,8975099895,0
2013-05-15,3712090438,552570965,4264661403,0
2013-05-14,6082960915,778370682,6861331597,0
2013-05-13,12744826955,2663465411,15408292366,0
2013-05-12,7581230525,565273721,8146504246,0
2013-05-11,7701624850,2156269766,9857894616,0
2013-05-10,7533016744,10896381695,18429398439,0
2013-05-09,22400930425,7394445804,29795376229,0
2013-05-08,4492599656,948430748,5441030404,0
2013-05-07,2995769512,1060291329,4056060841,0
2013-05-06,7104518456,3637578962,10742097418,0
2013-05-05,870355448,362165134,1232520582,0
2013-05-04,3118443146,690565365,3809008511,0
2013-05-03,9239727762,2411829134,11651556896,0
2013-05-02,8447158497,1140251183,9587409680,0
2013-05-01,5205430718,701521794,5906952512,0
2013-04-30,10998497613,1077728698,12076226311,0
2013-04-29,8982228792,4359215027,13341443819,0
2013-04-28,9066280313,120088185,9186368498,0
2013-04-27,7607179322,746700665,8353879987,0
2013-04-26,10731665001,2579138863,13310803864,0
2013-04-25,6862068996,916879971,7778948967,0
2013-04-24,6402405477,689802465,7092207942,0
2013-04-23,5747873340,1210817033,6958690373,0
2013-04-22,11167404469,2886667348,14054071817,0
2013-04-21,15791916601,701637820,16493554421,0
2013-04-20,6588195405,648210000,7236405405,0
2013-04-19,5195129833,876163781,6071293614,0
2013-04-18,24766870815,1148938609,25915809424,0
2013-04-17,5185164114,3343107902,8528272016,0
2013-04-16,14226153906,7814261060,22040414966,0
2013-04-15,4103409310,8468951449,12572360759,0
2013-04-14,1100225530,9101344606,10201570136,0
2013-04-13,23681455165,8515764653,32197219818,0
2013-04-12,13967488896,1838902953,15806391849,0
2013-04-11,8274052829,1182392419,9456445248,0
2013-04-10,4759038368,718297658,5477336026,0
2013-04-09,9229023811,1631099092,10860122903,0
2013-04-08,8093199213,2479940103,10573139316,0
2013-04-07,9279258743,231574338,9510833081,0
2013-04-06,8362443111,398257943,8760701054,0
2013-04-05,11261207941,2311771265,13572979206,0
2013-04-04,5019259490,1133910874,6153170364,0
2013-04-03,5748800426,613812856,6362613282,0
2013-04-02,8886542752,1017407406,9903950158,0
2013-04-01,13716955858,3634703107,17351658965,0
2013-03-31,13137006252,546255278,13683261530,0
2013-03-30,13515832643,122057643,13637890286,0
2013-03-29,11971831424,704778358,12676609782,0
2013-03-28,11151827466,1168880390,12320707856,0
2013-03-27,13134256116,977869618,14112125734,0
2013-03-26,16227385961,528909336,16756295297,0
2013-03-25,6678101845,824166242,7502268087,0
2013-03-24,7676764698,808890062,8485654760,0
2013-03-23,13150591769,1772690785,14923282554,0
2013-03-22,5731212196,816151773,6547363969,0
2013-03-21,9681183168,735477891,10416661059,0
2013-03-20,8853259383,502794179,9356053562,0
2013-03-19,6907186215,389407971,7296594186,0
2013-03-18,11249506650,1091866159,12341372809,0
2013-03-17,14510093543,63508334,14573601877,0
2013-03-16,8590266016,494952966,9085218982,0
2013-03-15,14758814902,1439752097,16198566999,0
2013-03-14,8976709861,1252785243,10229495104,0
2013-03-13,6950370552,273723712,7224094264,0
2013-03-12,8983056228,2216291529,11199347757,0
2013-03-11,10271256040,1060273208,11331529248,0
2013-03-10,12950424023,92346880,13042770903,0
2013-03-09,9950094134,1973720673,11923814807,0
2013-03-08,14449840729,1052989864,15502830593,0
2013-03-07,4628074618,9793475213,14421549831,0
2013-03-06,29153578569,3334219941,32487798510,0
2013-03-05,10475126359,449156736,10924283095,0
2013-03-04,16220704709,820836393,17041541102,0
2013-03-03,18349800354,608948603,18958748957,0
2013-03-02,7206426401,490479125,7696905526,0
2013-03-01,9962945553,3747222967,13710168520,0
2013-02-28,12027594419,10085848071,22113442490,0
2013-02-27,23761446709,9843287389,33604734098,0
2013-02-26,16326368183,10125336896,26451705079,0
2013-02-25,41344065715,5854797918,47198863633,0
2013-02-24,11589849973,71506291,11661356264,0
2013-02-23,15289653158,674098511,15963751669,0
2013-02-22,11594581116,1981476010,13576057126,0
2013-02-21,17270399239,490189940,17760589179,0
2013-02-20,14012474782,633178611,14645653393,0
2013-02-19,8113821328,3589135278,11702956606,0
2013-02-18,12115830954,1058211001,13174041955,0
2013-02-17,10960199093,126909218,11087108311,0
2013-02-16,20211756847,2294438629,22506195476,0
2013-02-15,14270106756,1048360168,15318466924,0
2013-02-14,14411601137,547497733,14959098870,0
2013-02-13,14812054770,592395155,15404449925,0
2013-02-12,9378767942,1215521431,10594289373,0
2013-02-11,12890239425,1155734957,14045974382,0
2013-02-10,17708690893,244769829,17953460722,0
2013-02-09,11845747543,1368435946,13214183489,0
2013-02-08,19050524758,2228113594,21278638352,0
2013-02-07,3245141982,468775509,3713917491,0
2013-02-06,26802657396,565601278,27368258674,0
2013-02-05,9491990258,755598847,10247589105,0
2013-02-04,21217047935,1048152477,22265200412,0
2013-02-03,7403431692,8969172380,16372604072,0
2013-02-02,22382394032,7205355230,29587749262,0
2013-02-01,9530212686,2122475495,11652688181,0
2013-01-31,13075221688,3755007634,16830229322,0
2013-01-30,11645475999,7065554917,18711030916,0
2013-01-29,7799781035,663816470,8463597505,0
2013-01-28,12165891020,2134322733,14300213753,0
2013-01-27,9715432200,266645101,9982077301,0
2013-01-26,7931077878,872855009,8803932887,0
2013-01-25,9081318740,939416677,10020735417,0
2013-01-24,8749082192,491556108,9240638300,0
2013-01-23,8773154306,681442413,9454596719,0
2013-01-22,8526369639,8551847546,17078217185,0
2013-01-21,4991988887,7041121740,12033110627,0
2013-01-20,2491117498,9330296474,11821413972,0
2013-01-19,4855521868,9597328597,14452850465,0
2013-01-18,46012883070,3965475144,49978358214,0
2013-01-17,3845174184,511647852,4356822036,0
2013-01-16,6390851691,777876678,7168728369,0
2013-01-15,7125237836,1465860800,8591098636,0
2013-01-14,5556465107,1559032657,7115497764,0
2013-01-13,5949611029,596523387,6546134416,0
2013-01-12,19930473567,2204666596,22135140163,0
2013-01-11,4065323950,2179739292,6245063242,0
2013-01-10,5556013331,1738354625,7294367956,0
2013-01-09,2261322656,3304276418,5565599074,0
2013-01-08,2534596516,9732234408,12266830924,0
2013-01-07,19525981982,1229351542,20755333524,0
2013-01-06,11802822724,75254557,11878077281,0
2013-01-05,7973557976,842605218,8816163194,0
2013-01-04,13643055780,1863654241,15506710021,0
2013-01-03,12420583821,195941406,12616525227,0
2013-01-02,12587712071,74901608,12662613679,0
2013-01-01,18471478064,87199187,18558677251,0
2012-12-31,10912947879,70670178,10983618057,0
2012-12-30,6280619949,65028302,6345648251,0
2012-12-29,19349407151,686746350,20036153501,0
2012-12-28,2855318387,128181919,2983500306,0
2012-12-27,3274212386,109946221,3384158607,0
2012-12-26,1455885880,584475947,2040361827,0
2012-12-25,8455800863,61980406,8517781269,0
2012-12-24,156812119,52564403,209376522,0
2012-12-23,3656956106,62199363,3719155469,0
2012-12-22,8950281737,2493171501,11443453238,0
2012-12-21,15449991788,863358392,16313350180,0
2012-12-20,6031187269,380323725,6411510994,0
2012-12-19,14032262376,493198019,14525460395,0
2012-12-18,10317378002,372996337,10690374339,0
2012-12-17,3870153111,1563170246,5433323357,0
2012-12-16,18310064647,207018529,18517083176,0
2012-12-15,12423685073,2597024530,15020709603,0
2012-12-14,18061153385,2728925582,20790078967,0
2012-12-13,2570203935,1024393193,3594597128,0
2012-12-12,13568942109,1096037687,14664979796,0
2012-12-11,5278399370,1544823255,6823222625,0
2012-12-10,3884352583,1904454067,5788806650,0
2012-12-09,9464058271,155121018,9619179289,0
2012-12-08,9325878177,2100302735,11426180912,0
2012-12-07,13582002026,4565288032,18147290058,0
2012-12-06,2190090686,827082728,3017173414,0
2012-12-05,25248241177,5765114240,31013355417,0
2012-12-04,3035175305,8876193087,11911368392,0
2012-12-03,4213440986,8636081761,12849522747,0
2012-12-02,18046341350,6468845826,24515187176,0
2012-12-01,11441081407,3503828447,14944909854,0
2012-11-30,19358708760,7850951108,27209659868,0
2012-11-29,16546575068,9199843978,25746419046,0
2012-11-28,31943754415,6470686641,38414441056,0
2012-11-27,5008471343,6711801350,11720272693,0
2012-11-26,6757539117,9230192728,15987731845,0
2012-11-25,25654797034,2450290977,28105088011,0
2012-11-24,28959271805,3079658505,32038930310,0
2012-11-23,15946357932,1913493867,17859851799,0
2012-11-22,14981829226,1319938748,16301767974,0
2012-11-21,13464747524,2622593545,16087341069,0
2012-11-20,9249463864,580393461,9829857325,0
2012-11-19,11023687077,2031297849,13054984926,0
2012-11-18,16164454628,379510125,16543964753,0
2012-11-17,29708070958,2690883171,32398954129,0
2012-11-16,11219615702,3165158969,14384774671,0
2012-11-15,25229059038,3635928705,28864987743,0
2012-11-14,9910613645,3453586752,13364200397,0
2012-11-13,24745726378,1006852534,25752578912,0
2012-11-12,7465361828,2141777721,9607139549,0
2012-11-11,10968721966,3983037679,14951759645,0
2012-11-10,10047386409,3884584850,13931971259,0
2012-11-09,8489995580,4106632065,12596627645,0
2012-11-08,10245865849,751292419,10997158268,0
2012-11-07,10065672190,2705610212,12771282402,0
2012-11-06,20692090554,1329981321,22022071875,0
2012-11-05,5079809416,1622673318,6702482734,0
2012-11-04,10746365049,975821886,11722186935,0
2012-11-03,8966777515,1705869200,10672646715,0
2012-11-02,12020397162,4104544348,16124941510,0
2012-11-01,10788705233,1141961841,11930667074,0
2012-10-31,13210881773,2448802641,15659684414,0
2012-10-30,14829064671,4898993327,19728057998,0
2012-10-29,9598923977,1700444956,11299368933,0
2012-10-28,3381030940,2545233426,5926264366,0
2012-10-27,20448437604,6771346575,27219784179,0
